MatchDate;LeagueId;Home;Away;Score;Band;Round;MatchStatus;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
;Norway_2ndDivision_Group2;Stjordals Blink;Junkeren;73.7;MEDIA;13;FINAL;1;1;2;KO;OK;2026-06-28;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group1;K. Oslo 2;Heming;82.16;ALTA;13;FINAL;2;2;4;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group3;Varegg;V. Haugesund;77.45;ALTA;13;FINAL;1;1;2;KO;OK;2026-06-28;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group4;Brodd;Haugesund 2;95.53;ALTA;13;FINAL;4;0;4;OK;KO;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group4;Varhaug;Odd 2;77.8;ALTA;13;FINAL;2;2;4;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group4;Vindbjart;Stabaek 2;86.5;ALTA;13;FINAL;2;3;5;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group5;Lillestrom 2;Tromsø 2;92.84;ALTA;13;FINAL;5;3;8;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Norway_3rdDivision_Group6;Rade;Lyn 2;89.23;ALTA;13;FINAL;3;5;8;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Sweden_Division1_Norra;Umeå;Jarfalla;71.57;MEDIA;15;FINAL;1;3;4;OK;OK;2026-06-28;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Sweden_Division2_SodraGotaland;Linero IF;IFK Karlshamn;82.81;ALTA;15;FINAL;3;1;4;OK;OK;2026-06-28;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Sweden_Division2_SodraSvealand;Karlslund;Fittja;73.16;MEDIA;15;FINAL;2;2;4;OK;OK;2026-06-28;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Sweden_Division2_SodraSvealand;Orebro Syr.;Syrianska;63.3;MEDIA;15;FINAL;3;0;3;OK;KO;2026-06-28;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;Sweden_Division2_SodraSvealand;Ragsved;Forward;75.99;ALTA;15;FINAL;1;2;3;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Sweden_Superettan;Landskrona;Värnamo;74.04;MEDIA;15;FINAL;1;0;1;KO;KO;2026-06-28;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;Sweden_Superettan;Norrkoping;Norrby;59.3;BASSA;15;FINAL;0;1;1;KO;KO;2026-06-28;buon attacco casa, difesa trasferta vulnerabile;;;;;;;;;;;v21;;;
;Sweden_Superettan;Sandviken;Helsingborg;73.29;MEDIA;15;FINAL;4;2;6;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;77.6;ALTA;20260629;FINAL;0;4;4;OK;KO;2026-06-28;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;81.52;ALTA;20260629;FINAL;0;4;4;OK;KO;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_NorCal;Glens SC;San Francisco City;69.47;MEDIA;20260629;FINAL;0;2;2;KO;KO;2026-06-28;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;77.23;ALTA;20260629;FINAL;1;3;4;OK;OK;2026-06-28;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Finland_Ykkonen;VJS;TPV;64.81;MEDIA;13;FINAL;2;1;3;OK;OK;2026-06-29;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;Iceland_BestaDeildKarla;Akranes;Fram;80.12;ALTA;17;FINAL;0;2;2;KO;KO;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Iceland_Division_1;Afturelding;Aegir;85.43;ALTA;17;FINAL;8;1;9;OK;OK;2026-06-29;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_LoneStar;Hill Country Lobos;Lonestar SC;74.36;MEDIA;20260629;FINAL;3;5;8;OK;OK;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_MidAtlantic;West Chester Utd;LVU Rush;79.63;ALTA;20260629;FINAL;2;3;5;OK;OK;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Mountain;Albion Colorado;Colorado Storm;71.94;MEDIA;20260629;FINAL;0;1;1;KO;KO;2026-06-29;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;92.42;ALTA;20260629;FINAL;2;2;4;OK;OK;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_NorCal;Academica SC;Marin;92.65;ALTA;20260629;FINAL;3;2;5;OK;OK;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northeast;Albany Rush;Boston Bolts;93.08;ALTA;20260629;FINAL;1;0;1;KO;KO;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northwest;Portland Bangers;Bigfoot;85.15;ALTA;20260629;FINAL;2;0;2;KO;KO;2026-06-29;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northwest;Tacoma Stars;West Seattle Junction;85.88;ALTA;20260629;FINAL;1;2;3;OK;OK;2026-06-29;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthAtlantic;Asheville City;Charlotte Independ. 2;54.56;BASSA;20260629;FINAL;1;0;1;KO;KO;2026-06-29;buon attacco casa, buon attacco trasferta;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthCentral;Swarm FC;Dothan United;64.38;MEDIA;18;FINAL;3;1;4;OK;OK;2026-06-29;buon attacco casa, buon attacco trasferta, trend over recente casa, buon profilo over interno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthFlorida;Miami;Brevard SC;80.37;ALTA;16;SCHEDULED;;;;;;2026-06-29;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthFlorida;Weston;Lakeland United;65.15;MEDIA;16;FINAL;2;3;5;OK;OK;2026-06-29;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile;;;;;;;;;;;v21;;;
;Australia_NPLNSW;SD Raiders;Sydney FC U23;62.09;MEDIA;22;FINAL;0;1;1;KO;KO;2026-06-30;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, buon profilo over esterno;;;;;;;;;;;v21;;;
;Australia_NPLNorthernNSW;Newcastle Olympic;Charlestown Azzurri;75.72;ALTA;18;FINAL;7;1;8;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Australia_NPLQueenslandU23;QLD State Team U17;Peninsula U23;89.13;ALTA;17;FINAL;3;4;7;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Australia_NPLQueenslandU23;Rochedale U23;Moreton City Excelsior U23;82.14;ALTA;17;FINAL;1;3;4;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;Australia_NPL_NSW_U20;SD Raiders U20;Sydney FC U20;74.61;MEDIA;22;FINAL;4;3;7;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Australia_QueenslandPremierLeague;Logan Lightning;Redlands;77.4;ALTA;17;FINAL;5;1;6;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;;;;;;;;;;;v21;;;
;Estonia_Esiliiga;Nomme Utd U21;Flora U21;98.42;ALTA;18;FINAL;3;3;6;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;FaroeIslands_PremierLeague;HB Torshavn;Skala Itrottarfelag;64.24;MEDIA;16;SCHEDULED;;;;;;2026-06-30;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;;;;;;;;;;;v21;;;
;FaroeIslands_PremierLeague;Toftir;Argir;63.07;MEDIA;16;SCHEDULED;;;;;;2026-06-30;difesa casa vulnerabile, difesa trasferta vulnerabile;;;;;;;;;;;v21;;;
;FaroeIslands_PremierLeague;Vikingur;Runavik;66.59;MEDIA;16;SCHEDULED;;;;;;2026-06-30;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;Finland_Kakkonen_GroupC;SJK Akatemia 2;Vaajakoski;78.98;ALTA;11;FINAL;3;0;3;OK;KO;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;;;;;;;;;;;v21;;;
;Latvia_Virsliga;Auda;Riga FC;73.12;MEDIA;21;SCHEDULED;;;;;;2026-06-30;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Latvia_Virsliga;FK Liepaja;Ogre United;75.67;ALTA;21;FINAL;4;0;4;OK;KO;2026-06-30;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Latvia_Virsliga;Jelgava;Grobina;49.24;BASSA;21;SCHEDULED;;;;;;2026-06-30;difesa casa vulnerabile, difesa trasferta vulnerabile;;;;;;;;;;;v21;;;
;Latvia_Virsliga;RFS;BFC Daugavpils;62.34;MEDIA;21;FINAL;3;1;4;OK;OK;2026-06-30;buon attacco casa, trend over recente casa, buon profilo over interno;;;;;;;;;;;v21;;;
;Lithuania_Toplyga;FA Siauliai;Transinvest;75.59;ALTA;23;SCHEDULED;;;;;;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Lithuania_Toplyga;FK Panevezys;Suduva;62.18;MEDIA;23;SCHEDULED;;;;;;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Chesapeake;Patuxent;Hill City;79.04;ALTA;20260629;FINAL;0;1;1;KO;KO;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Chesapeake;Virginia Marauders;Annapolis Blues;70.78;MEDIA;20260629;FINAL;1;4;5;OK;OK;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatForest;Erie Sports Center;Akron City;73.12;MEDIA;20260629;FINAL;1;6;7;OK;OK;2026-06-30;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;77.39;ALTA;20260629;FINAL;0;4;4;OK;KO;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Oakland County;84.9;ALTA;20260629;FINAL;2;0;2;KO;KO;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatLakes;Midwest United;Flint City;76.78;ALTA;20260629;FINAL;1;4;5;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_GreatPlains;Sunflower State;Menace;69.04;MEDIA;20260629;SCHEDULED;;;;;;2026-06-30;difesa casa vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_LoneStar;Hill Country Lobos;Lonestar SC;74.36;MEDIA;20260629;FINAL;3;5;8;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;80.31;ALTA;20260629;FINAL;0;4;4;OK;KO;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_MidAtlantic;Reading;Eagle FC;81.55;ALTA;20260629;FINAL;1;1;2;KO;OK;2026-06-30;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_MidSouth;Memphis FC;Mississippi Brilla;76.08;ALTA;20260629;FINAL;1;3;4;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;92.42;ALTA;20260629;FINAL;2;2;4;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Mountain;Colorado Storm;CISA;77.95;ALTA;20260630;FINAL;3;1;4;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_NorCal;Glens SC;San Francisco City;63.87;MEDIA;20260629;FINAL;0;2;2;KO;KO;2026-06-30;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northeast;Boston Bolts;Western Mass Pioneers;76.14;ALTA;20260629;FINAL;1;2;3;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;79.48;ALTA;20260629;FINAL;1;3;4;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northwest;Portland Bangers;FC Olympia;78.86;ALTA;20260629;FINAL;2;0;2;KO;KO;2026-06-30;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Northwest;Snohomish United;Tacoma Stars;78.86;ALTA;20260629;FINAL;2;1;3;OK;OK;2026-06-30;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Ranger;Fort Worth Vaqueros;McKinney Chupacabras;74.58;MEDIA;20260629;SCHEDULED;;;;;;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthAtlantic;Asheville City;Charlotte Independ. 2;54.56;BASSA;20260629;FINAL;1;0;1;KO;KO;2026-06-30;buon attacco casa, buon attacco trasferta;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_SouthAtlantic;Charlotte Eagles;Hickory;71.79;MEDIA;20260630;FINAL;1;3;4;OK;OK;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Southeast;Inter Gainesville;Brooke House;68.0;MEDIA;20260629;FINAL;3;1;4;OK;OK;2026-06-30;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;;;;;;;;;;;v21;;;
;USA_USLLeagueTwo_Southwest;Ventura;Tucson;56.38;BASSA;20260629;FINAL;2;1;3;OK;OK;2026-06-30;buon attacco casa, trend over recente casa;;;;;;;;;;;v21;;;
;Iceland_Division_2;Haukar;Kari;84.66;ALTA;22;FINAL;4;1;5;OK;OK;2026-07-01;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Latvia_Virsliga;Tukums 2000;Super Nova;74.12;MEDIA;21;SCHEDULED;;;;;;2026-07-01;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;Lithuania_ILyga;Atmosfera;BE1 NFA;59.24;BASSA;16;FINAL;0;1;1;KO;KO;2026-07-01;buon attacco casa, buon attacco trasferta;;;;;;;;;;;v21;;;
;Lithuania_ILyga;Siauliai 2;Tauras;67.32;MEDIA;16;FINAL;1;3;4;OK;OK;2026-07-01;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta;;;;;;;;;;;v21;;;
;Sweden_Division1_Sodra;Eskilsminne;Kristianstad;68.61;MEDIA;15;FINAL;3;2;5;OK;OK;2026-07-01;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta;;;;;;;;;;;v21;;;
;Sweden_Division2_NorraGotaland;Husqvarna;Lidkoping;82.31;ALTA;15;FINAL;0;0;0;KO;KO;2026-07-01;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
;USA_USLLeagueOne;Charlotte Independ.;Corpus Christi FC;77.36;ALTA;21;FINAL;2;1;3;OK;OK;2026-07-01;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;;;;;;;;;;;v21;;;
